customer_id,full_name,age,monthly_income,employment_years,credit_score,debt_to_income,region,customer_segment,risk_segment
7279,Noemí Saavedra Serrato,69,305.33,17,570,0.24,Guanajuato,Economic,High Risk
7280,Rosario Concepción Guajardo Pantoja,35,146.72,1,523,0.19,Guerrero,Economic,High Risk
7281,José Candelaria,66,,44,527,0.25,Quintana Roo,Economic,High Risk
7282,Sonia Esmeralda Santacruz,54,138.9,5,581,0.25,Oaxaca,Economic,High Risk
7283,Manuel Partida Villa,42,138.06,18,503,0.35,Jalisco,Economic,High Risk
7284,Oswaldo Romero Mireles,38,364.64,11,599,0.23,Tabasco,Economic,High Risk
7285,Graciela Nelly Hernádez,40,265.83,2,507,0.41,Michoacán de Ocampo,Economic,High Risk
7286,Raquel de la Rosa Osorio,53,170.61,6,634,0.26,Yucatán,Economic,High Risk
7287,Arturo Valladares Salas,43,66.06,9,505,0.46,Sinaloa,Economic,High Risk
7288,Carlota Garica Badillo,61,189.23,7,677,0.1,Baja California Sur,Economic,Medium Risk
7289,Esteban Uriel Magaña Peralta,47,329.26,16,610,0.44,Colima,Economic,High Risk
7290,Sofía Aranda,42,291.67,13,510,0.37,Nayarit,Economic,High Risk
7291,Elsa Prieto,61,138.68,42,509,0.27,Chihuahua,Economic,High Risk
7292,Sr. José Eduardo Curiel,58,195.04,14,593,0.13,Jalisco,Economic,High Risk
7293,Luis Manuel Elias Díaz,55,110.65,21,517,0.17,Baja California,Economic,High Risk
7294,Susana del Río,65,212.85,40,636,0.11,Coahuila de Zaragoza,Economic,High Risk
7295,Yeni Echeverría Cuellar,23,169.38,1,629,0.33,Chihuahua,Economic,High Risk
7296,Andrea Serrato,43,150.62,12,592,0.45,Guanajuato,Economic,High Risk
7297,Ing. Raúl Villalpando,44,223.67,6,584,0.18,Michoacán de Ocampo,Economic,High Risk
7298,Camila Cruz Contreras,56,380.04,8,500,0.58,Michoacán de Ocampo,Economic,High Risk
7299,Nayeli Granados,38,124.12,4,642,0.15,San Luis Potosí,Economic,High Risk
7300,Lilia Báez,43,138.06,1,609,0.49,Distrito Federal,Economic,High Risk
7301,Bruno Ángel Prieto,62,157.08,33,534,0.16,Zacatecas,Economic,High Risk
7302,Margarita Armenta,22,467.7,2,642,0.37,Coahuila de Zaragoza,Economic,High Risk
7303,Darío Rufino Soliz,69,129.28,6,579,0.48,Campeche,Economic,High Risk
7304,Dra. Dulce Portillo,58,150.2,19,648,0.41,Morelos,Economic,High Risk
7305,Sandra Girón,54,190.35,13,506,0.31,Oaxaca,Economic,High Risk
7306,Sr. Clemente Concepción,64,89.61,24,547,0.11,Guerrero,Economic,High Risk
7307,Débora María Eugenia Flórez,65,253.6,6,630,0.27,Distrito Federal,Economic,High Risk
7308,Martha Mitzy Monroy,21,411.91,0,569,0.55,Aguascalientes,Economic,High Risk
7309,Gregorio Hernán Quiñones,51,160.51,9,676,0.14,Chiapas,Economic,Medium Risk
7310,Sr. Silvano Quiñónez,50,456.71,13,654,0.36,Tlaxcala,Economic,Medium Risk
7311,Barbara Ceja,66,395.81,32,655,0.53,Chihuahua,Economic,Medium Risk
7312,Dra. Francisca Cabrera,34,157.38,6,597,0.55,San Luis Potosí,Economic,High Risk
7313,Ilse Mayte Rael,31,77.36,3,653,0.41,Oaxaca,Economic,Medium Risk
7314,Sr. Timoteo Miranda,62,328.09,13,659,0.37,Oaxaca,Economic,Medium Risk
7315,Dr. Bernabé Partida,27,248.85,1,543,0.43,Guerrero,Economic,High Risk
7316,Dra. Susana Flórez,29,196.13,0,551,0.22,México,Economic,High Risk
7317,Dra. Ángela Garrido,64,216.35,44,632,0.42,Tamaulipas,Economic,High Risk
7318,María José Diana Vásquez Marrero,42,68.09,6,645,0.45,Querétaro,Economic,High Risk
7319,Lic. Lorena Alfaro,67,196.69,9,559,0.56,Zacatecas,Economic,High Risk
7320,Julio César Gracia Arce,22,153.73,0,532,0.23,Yucatán,Economic,High Risk
7321,Judith Preciado Ramón,33,247.82,5,545,0.12,Sinaloa,Economic,High Risk
7322,María Luisa Villalpando,40,176.73,0,626,0.43,Baja California Sur,Economic,High Risk
7323,Karina Ivonne Gaona Monroy,50,167.67,3,651,0.52,Hidalgo,Economic,Medium Risk
7324,Gabino Nicolás Miramontes Sepúlveda,28,193.72,1,555,0.34,Aguascalientes,Economic,High Risk
7325,Serafín Segovia,56,185.14,12,583,0.23,Chihuahua,Economic,High Risk
7326,Teodoro Rentería,67,,8,586,0.31,Chihuahua,Economic,High Risk
7327,David Gaitán,62,116.39,20,635,0.36,Baja California Sur,Economic,High Risk
7328,Dr. Julio Porras,54,173.06,14,621,0.36,Sonora,Economic,High Risk
7329,Lucas Luis Miguel de la Garza Cornejo,35,229.5,5,607,0.19,Durango,Economic,High Risk
7330,Dra. Julia Montañez,70,220.74,30,518,0.43,San Luis Potosí,Economic,High Risk
7331,Lic. José Eduardo Bueno,58,198.38,19,553,0.2,Coahuila de Zaragoza,Economic,High Risk
7332,Débora Mojica Pedraza,22,181.61,0,598,0.26,San Luis Potosí,Economic,High Risk
7333,Abigail Rocío Muñiz Carbajal,26,130.96,2,574,0.6,Chiapas,Economic,High Risk
7334,Dr. Sergio Sotelo,43,61.88,3,576,0.57,Michoacán de Ocampo,Economic,High Risk
7335,Dra. Ana María Cardona,28,93.93,2,651,0.58,Baja California,Economic,Medium Risk
7336,Abraham Chapa,44,128.94,24,557,0.34,Sonora,Economic,High Risk
7337,Srita. Magdalena Espinosa,35,119.02,12,676,0.44,Aguascalientes,Economic,Medium Risk
7338,Renato Mora Maya,67,311.25,35,639,0.11,Michoacán de Ocampo,Economic,High Risk
7339,Ángel Anguiano Munguía,36,174.45,8,606,0.31,Colima,Economic,High Risk
7340,Salma Amanda Godínez,28,259.28,7,600,0.44,Jalisco,Economic,High Risk
7341,Dra. Nelly Arellano,56,165.71,19,638,0.45,San Luis Potosí,Economic,High Risk
7342,Jorge Gollum,25,275.61,2,653,0.12,Puebla,Economic,Medium Risk
7343,José José Carlos Elizondo,68,221.41,2,518,0.22,Quintana Roo,Economic,High Risk
7344,Judith Valentín,48,163.52,15,633,0.55,Baja California,Economic,High Risk
7345,Adán Ruiz,37,209.02,11,524,0.23,Quintana Roo,Economic,High Risk
7346,Jesús Germán Bañuelos Nevárez,56,118.42,30,678,0.58,Aguascalientes,Economic,Medium Risk
7347,Estela Muro,67,256.74,23,505,0.58,Guerrero,Economic,High Risk
7348,Wendolin Laura Cedillo,43,402.8,14,671,0.28,Sinaloa,Economic,Medium Risk
7349,Leonardo Aurelio Olivares,70,340.54,5,539,0.19,Chiapas,Economic,High Risk
7350,Amador Uriel Moya Caraballo,32,255.66,5,635,0.19,Tamaulipas,Economic,High Risk
7351,Hugo Nieto,34,,1,506,0.32,Nayarit,Economic,High Risk
7352,Dra. Aldonza Soto,27,272.12,0,677,0.31,Campeche,Economic,Medium Risk
7353,Abril Mata Vega,70,174.57,46,642,0.22,Baja California,Economic,High Risk
7354,Lorenzo Alonso de la Garza,66,226.68,30,611,0.54,Sonora,Economic,High Risk
7355,Martha Citlali Almaraz,61,281.25,39,519,0.12,Tlaxcala,Economic,High Risk
7356,Gabriela Navarrete,65,125.07,21,579,0.27,Querétaro,Economic,High Risk
7357,Ana Luisa Emilia Griego,44,100.95,16,643,0.4,Coahuila de Zaragoza,Economic,High Risk
7358,Ángel Wilfrido Anaya,47,194.81,1,633,0.37,Tabasco,Economic,High Risk
7359,Zeferino Horacio Abrego,66,135.73,26,611,0.27,Sonora,Economic,High Risk
7360,Adela Lucio Segovia,35,199.04,8,599,0.44,Yucatán,Economic,High Risk
7361,Aurelio García Munguía,37,156.34,9,538,0.48,Sinaloa,Economic,High Risk
7362,Alejandro Tomás Peralta Canales,41,422.06,4,677,0.49,Oaxaca,Economic,Medium Risk
7363,Felix Zarate,35,219.62,9,537,0.28,Quintana Roo,Economic,High Risk
7364,Alfredo Serna Meza,67,287.43,0,679,0.33,Sonora,Economic,Medium Risk
7365,Benjamín Heredia,54,,19,546,0.39,Morelos,Economic,High Risk
7366,Lourdes Menchaca Alfaro,31,260.69,5,579,0.28,Yucatán,Economic,High Risk
7367,Adalberto Lemus Preciado,36,202.43,11,672,0.3,Aguascalientes,Economic,Medium Risk
7368,Julia Graciela Villa Fonseca,63,306.3,25,611,0.6,Morelos,Economic,High Risk
7369,Julio César Perales,46,248.35,9,518,0.3,Campeche,Economic,High Risk
7370,Luis Miguel Genaro Nieto Pineda,35,133.67,6,671,0.41,Tamaulipas,Economic,Medium Risk
7371,Teresa Mondragón Mares,61,337.85,6,637,0.6,México,Economic,High Risk
7372,Carmen Ángela Vázquez Jaime,25,202.67,7,614,0.41,Jalisco,Economic,High Risk
7373,Ing. Gerónimo Rivas,68,101.36,1,560,0.51,Distrito Federal,Economic,High Risk
7374,Miguel Ángel Carrero,43,197.82,0,513,0.11,Oaxaca,Economic,High Risk
7375,Dr. Jonás Segura,29,135.9,8,504,0.16,Querétaro,Economic,High Risk
7376,Dr. Lucas Guillen,39,258.55,4,548,0.44,Campeche,Economic,High Risk
7377,Evelio Wilfrido Vásquez Manzanares,52,137.09,12,504,0.44,San Luis Potosí,Economic,High Risk
7378,Alejandra Angulo Tamez,24,343.85,1,509,0.16,Guanajuato,Economic,High Risk
7379,Patricia Rosa Cornejo,38,180.45,0,566,0.52,Tlaxcala,Economic,High Risk
7380,Daniel Eugenio Casillas Camarillo,67,388.57,24,655,0.58,Puebla,Economic,Medium Risk
7381,Claudio Abreu Corral,24,139.49,0,602,0.3,Tabasco,Economic,High Risk
7382,Manuel Marcos Cavazos,58,272.95,23,662,0.14,Colima,Economic,Medium Risk
7383,Víctor Peralta,62,119.68,17,560,0.13,Hidalgo,Economic,High Risk
7384,José Manuél Ontiveros Tello,29,249.47,3,538,0.51,Michoacán de Ocampo,Economic,High Risk
7385,Lic. Natalia Armas,45,218.8,22,540,0.48,Baja California,Economic,High Risk
7386,Ing. Andrés Sanches,50,222.13,8,520,0.14,Tamaulipas,Economic,High Risk
7387,Dr. Lorenzo Mora,38,244.76,5,589,0.42,Tamaulipas,Economic,High Risk
7388,Homero Mateo,49,162.49,20,553,0.57,Baja California Sur,Economic,High Risk
7389,Héctor Jorge Valle Peña,61,71.57,15,545,0.25,Baja California Sur,Economic,High Risk
7390,Rodolfo Valdez,69,273.71,20,641,0.23,San Luis Potosí,Economic,High Risk
7391,Jesús Acevedo,36,159.72,1,644,0.24,Tabasco,Economic,High Risk
7392,Celia Estrada,21,91.1,0,621,0.24,Coahuila de Zaragoza,Economic,High Risk
7393,Dr. Vicente Rojas,62,,13,557,0.55,México,Economic,High Risk
7394,Lucas Hernández,42,382.71,7,557,0.31,Chiapas,Economic,High Risk
7395,Pamela Cervantes,70,247.6,36,610,0.2,Zacatecas,Economic,High Risk
7396,Jaqueline Paulina Zarate Robles,45,113.04,14,591,0.14,Veracruz de Ignacio de la Llave,Economic,High Risk
7397,Nicolás Montalvo Navarro,23,142.3,3,550,0.46,Durango,Economic,High Risk
7398,Aurora Zapata,45,128.41,2,501,0.17,Baja California Sur,Economic,High Risk
7399,Ignacio Guillermo Segura,40,164.83,6,646,0.48,Nuevo León,Economic,High Risk
7400,Fabiola Amanda Espinoza Arguello,36,239.24,9,645,0.39,Baja California Sur,Economic,High Risk
7401,Angélica Abril Tovar,44,263.17,18,522,0.28,Guerrero,Economic,High Risk
7402,Elsa Fonseca Collado,56,248.04,3,509,0.39,Colima,Economic,High Risk
7403,Joaquín Sanabria,69,438.71,36,649,0.31,Coahuila de Zaragoza,Economic,High Risk
7404,César Fuentes,53,137.95,21,525,0.24,Durango,Economic,High Risk
7405,Guillermina Collazo,34,406.6,9,635,0.53,San Luis Potosí,Economic,High Risk
7406,Uriel Alvaro Sarabia,59,239.47,23,651,0.22,Michoacán de Ocampo,Economic,Medium Risk
7407,Lic. Martha Loera,55,90.57,5,533,0.45,Colima,Economic,High Risk
7408,Armando Benjamín Candelaria,51,141.88,11,573,0.51,Nayarit,Economic,High Risk
7409,Teresa Quesada,69,366.77,43,573,0.18,Baja California,Economic,High Risk
7410,Antonio Acuña,52,176.32,1,653,0.29,Tamaulipas,Economic,Medium Risk
7411,Mariana Judith Téllez Quiroz,61,297.61,27,513,0.45,Campeche,Economic,High Risk
7412,Fidel Mateo Castro,33,333.16,4,520,0.11,México,Economic,High Risk
7413,Benito Lucero,51,145.56,7,610,0.52,Nayarit,Economic,High Risk
7414,Diana Jaqueline Tafoya,41,479.59,5,639,0.24,Chiapas,Economic,High Risk
7415,Cristobal Hernán Nájera,42,347.08,0,650,0.47,Quintana Roo,Economic,Medium Risk
7416,Nayeli Navarrete,42,288.8,17,528,0.4,Nayarit,Economic,High Risk
7417,Pamela Sandra Villegas Sotelo,63,379.44,35,646,0.52,Puebla,Economic,High Risk
7418,José Emilio Carrera Figueroa,23,228.32,0,621,0.44,Guerrero,Economic,High Risk
7419,Serafín Mascareñas,30,372.72,4,531,0.51,Guanajuato,Economic,High Risk
7420,Julio Tijerina,44,298.34,9,653,0.25,Jalisco,Economic,Medium Risk
7421,Margarita Liliana Sauceda,34,320.5,2,526,0.46,Distrito Federal,Economic,High Risk
7422,Cristal de la Torre,48,220.81,2,553,0.39,Guerrero,Economic,High Risk
7423,Liliana Francisca Perales,35,144.27,10,650,0.6,Morelos,Economic,Medium Risk
7424,Berta Carmen Ulibarri Nájera,34,152.64,7,621,0.19,Morelos,Economic,High Risk
7425,Dra. Lucía Valles,56,142.27,19,589,0.38,Guanajuato,Economic,High Risk
7426,Sr. Leonardo Segovia,45,69.16,14,663,0.31,Querétaro,Economic,Medium Risk
7427,María Cavazos,39,218.04,0,548,0.44,Querétaro,Economic,High Risk
7428,Wendolin Corrales,21,212.62,2,624,0.47,Veracruz de Ignacio de la Llave,Economic,High Risk
7429,Sra. María Cristina Pantoja,61,110.74,34,656,0.46,Durango,Economic,Medium Risk
7430,Sr. Jacobo Naranjo,52,450.48,29,652,0.33,Veracruz de Ignacio de la Llave,Economic,Medium Risk
7431,Juan Carlos Juan Carlos Orta,60,316.76,10,538,0.29,Hidalgo,Economic,High Risk
7432,Aurora Lorena Castellanos,41,209.39,5,574,0.24,Hidalgo,Economic,High Risk
7433,Trinidad Villalobos Sandoval,46,160.73,13,647,0.42,México,Economic,High Risk
7434,Rosa Valentín Coronado,33,210.03,4,575,0.46,Baja California Sur,Economic,High Risk
7435,Dr. Octavio Alcántar,68,90.15,34,639,0.6,Baja California,Economic,High Risk
7436,Aida Gollum,29,140.99,0,676,0.23,Coahuila de Zaragoza,Economic,Medium Risk
7437,Daniela Mitzy Villaseñor,31,440.3,7,557,0.4,Jalisco,Economic,High Risk
7438,Ernesto Ojeda,44,234.54,12,671,0.27,Jalisco,Economic,Medium Risk
7439,Timoteo Israel Botello,46,183.61,24,545,0.44,Distrito Federal,Economic,High Risk
7440,Sr. Evelio Gamboa,52,229.02,14,549,0.34,Aguascalientes,Economic,High Risk
7441,Cristian Augusto Quintana,25,192.47,2,663,0.55,Chihuahua,Economic,Medium Risk
7442,Augusto Monroy Alvarez,34,749.22,10,618,0.19,Chiapas,Economic,High Risk
7443,Reynaldo Lorenzo Yáñez Cervantes,61,522.54,10,661,0.48,Quintana Roo,Economic,Medium Risk
7444,Esperanza Altamirano Jáquez,43,168.15,3,593,0.14,Tabasco,Economic,High Risk
7445,Sra. Camila Urbina,30,127.94,3,568,0.54,San Luis Potosí,Economic,High Risk
7446,Marisol Sánchez,49,132.74,13,651,0.29,Chiapas,Economic,Medium Risk
7447,Abelardo René Collado,25,522.05,0,535,0.24,Distrito Federal,Economic,High Risk
7448,Ernesto Alvaro Manzanares Alcala,54,261.9,10,620,0.37,Morelos,Economic,High Risk
7449,Sr. Benjamín Naranjo,69,222.12,4,594,0.4,Zacatecas,Economic,High Risk
7450,Ing. Aurelio Campos,66,310.87,9,674,0.23,Nayarit,Economic,Medium Risk
7451,Lic. Estela Juárez,42,228.18,17,631,0.12,Campeche,Economic,High Risk
7452,Cristal Puga,31,202.66,0,605,0.23,Jalisco,Economic,High Risk
7453,Inés Canales,50,242.0,7,619,0.59,Tlaxcala,Economic,High Risk
7454,Juan Carlos Adalberto Alba,59,393.66,34,514,0.58,Oaxaca,Economic,High Risk
7455,Amanda Barrientos Figueroa,69,122.06,32,609,0.51,Hidalgo,Economic,High Risk
7456,Agustín Reynaldo Gaytán,30,398.94,9,555,0.44,Querétaro,Economic,High Risk
7457,María Cristina Carvajal,30,104.65,8,667,0.29,Querétaro,Economic,Medium Risk
7458,Rodolfo Valverde Maya,25,215.7,5,661,0.14,Coahuila de Zaragoza,Economic,Medium Risk
7459,Helena Georgina Villegas,44,209.28,18,591,0.12,Quintana Roo,Economic,High Risk
7460,Abelardo Rocha Merino,26,390.05,4,673,0.57,Guanajuato,Economic,Medium Risk
7461,Ramón Mora,32,260.13,5,560,0.21,Oaxaca,Economic,High Risk
7462,David Leyva,61,189.07,16,593,0.55,Zacatecas,Economic,High Risk
7463,Delia Orta,62,419.16,11,572,0.42,Jalisco,Economic,High Risk
7464,Sra. Asunción Quiñones,28,230.28,0,531,0.25,Oaxaca,Economic,High Risk
7465,Gabriela Rosalia Irizarry Zapata,43,507.89,16,619,0.45,Durango,Economic,High Risk
7466,Victoria Moreno Peres,21,424.81,0,513,0.29,Coahuila de Zaragoza,Economic,High Risk
7467,Miriam Georgina Rentería,31,250.64,10,515,0.26,Nuevo León,Economic,High Risk
7468,Srita. Anel Padilla,56,337.8,34,584,0.31,Guerrero,Economic,High Risk
7469,Srita. Concepción Gallegos,23,185.75,4,676,0.18,Querétaro,Economic,Medium Risk
7470,Sra. Adela Sáenz,33,212.66,11,670,0.21,Guanajuato,Economic,Medium Risk
7471,Eugenia Menéndez,32,342.15,11,529,0.54,Distrito Federal,Economic,High Risk
7472,Leonel Beltrán,49,169.7,10,595,0.27,Chiapas,Economic,High Risk
7473,Genaro Tejada,35,279.05,7,514,0.39,Guerrero,Economic,High Risk
7474,Paulina Adela Juárez Gaytán,52,305.56,20,552,0.22,Tabasco,Economic,High Risk
7475,Sra. Norma Acosta,21,340.37,0,656,0.58,Yucatán,Economic,Medium Risk
7476,Lilia Carrero Montemayor,54,412.84,19,561,0.37,Zacatecas,Economic,High Risk
7477,Hernán José Carlos Montaño,27,180.38,4,646,0.33,Oaxaca,Economic,High Risk
7478,Srita. Carmen Mireles,41,489.62,21,647,0.38,Colima,Economic,High Risk
7479,Tomás Francisco Javier Irizarry Valverde,32,122.18,13,679,0.51,Tamaulipas,Economic,Medium Risk
7480,José Manuél Gabriel Rosado Ojeda,66,375.04,30,680,0.42,Yucatán,Economic,Medium Risk
7481,María Teresa Luisa Colunga Apodaca,42,143.85,10,586,0.19,Guerrero,Economic,High Risk
7482,Srita. Carolina de la Garza,36,160.92,6,517,0.58,Puebla,Economic,High Risk
7483,Ing. Leonel Saldivar,35,152.07,6,667,0.54,Tabasco,Economic,Medium Risk
7484,Rubén Lira,65,241.64,35,577,0.19,Michoacán de Ocampo,Economic,High Risk
7485,Alfredo Francisco Javier Tamayo Barrera,40,194.36,0,558,0.49,Quintana Roo,Economic,High Risk
7486,Antonia Judith Carrasco,60,180.54,9,669,0.4,México,Economic,Medium Risk
7487,Gabriel Oswaldo Martínez Arce,48,469.73,22,668,0.23,Durango,Economic,Medium Risk
7488,Oswaldo Gabino Linares,64,152.75,14,646,0.11,Sinaloa,Economic,High Risk
7489,Ana Luisa Magdalena Valdez,50,308.9,11,609,0.37,Veracruz de Ignacio de la Llave,Economic,High Risk
7490,Sr. Ángel Vallejo,47,232.77,12,643,0.28,Tamaulipas,Economic,High Risk
7491,Inés Zúñiga,65,148.18,41,602,0.38,Guerrero,Economic,High Risk
7492,Paulina Reynoso,32,310.48,12,680,0.58,Colima,Economic,Medium Risk
7493,Jerónimo Mejía,66,214.81,28,502,0.43,Zacatecas,Economic,High Risk
7494,Dra. Paola Narváez,25,202.72,0,562,0.19,Nuevo León,Economic,High Risk
7495,Vicente Lozano Reynoso,70,249.02,31,550,0.14,Morelos,Economic,High Risk
7496,Rosa Laureano,22,210.93,0,628,0.28,Nuevo León,Economic,High Risk
7497,Dra. Elisa Rosales,64,279.2,28,572,0.59,Chihuahua,Economic,High Risk
7498,Anabel Lira,35,184.04,9,633,0.44,Chihuahua,Economic,High Risk
7499,Dr. Adalberto Cabrera,51,296.45,15,586,0.54,Guanajuato,Economic,High Risk
7500,Lic. Javier Valverde,29,430.57,1,568,0.25,Tabasco,Economic,High Risk
7501,Jaime Mercado,51,131.87,6,618,0.49,Nuevo León,Economic,High Risk
7502,Ing. Porfirio Terrazas,48,289.62,21,502,0.35,Chihuahua,Economic,High Risk
7503,Dr. Víctor Montero,64,161.27,29,549,0.54,Jalisco,Economic,High Risk
7504,Carlos Escamilla,49,195.56,9,509,0.46,Baja California Sur,Economic,High Risk
7505,Armando Adalberto Ruiz Amador,30,112.64,5,675,0.56,Oaxaca,Economic,Medium Risk
7506,Ivonne Amaya,61,503.62,35,567,0.36,Aguascalientes,Economic,High Risk
7507,Noelia Trinidad Cruz,50,346.07,8,569,0.37,Sinaloa,Economic,High Risk
7508,Clara Santana,63,248.45,35,512,0.22,Baja California,Economic,High Risk
7509,René Villa,69,286.11,19,580,0.32,Nayarit,Economic,High Risk
7510,Amador Téllez Amaya,26,171.28,0,562,0.55,Sinaloa,Economic,High Risk
7511,Zacarías Valentín,21,224.71,1,561,0.33,Nuevo León,Economic,High Risk
7512,Ruby Garrido de Anda,47,367.85,14,630,0.42,Colima,Economic,High Risk
7513,Srita. Sessa Montenegro,31,118.52,2,643,0.21,Jalisco,Economic,High Risk
7514,Débora Marcela Ulibarri,24,168.6,2,573,0.13,Sonora,Economic,High Risk
7515,Dra. Nancy Mercado,43,254.68,11,624,0.24,Coahuila de Zaragoza,Economic,High Risk
7516,Trinidad Estela Rosario,28,389.42,1,587,0.32,Baja California Sur,Economic,High Risk
7517,Dalia Villalobos,62,320.01,10,664,0.3,Tlaxcala,Economic,Medium Risk
7518,Clemente Francisco Carrero,62,220.61,21,626,0.26,Quintana Roo,Economic,High Risk
7519,Ángela Acosta Hernandes,35,163.07,7,554,0.51,Oaxaca,Economic,High Risk
7520,Dr. Tomás Vega,44,136.95,6,669,0.44,Baja California,Economic,Medium Risk
7521,Helena Natividad Madrigal Casas,49,240.59,28,645,0.18,Jalisco,Economic,High Risk
7522,Jerónimo Joaquín Gil,33,502.86,1,528,0.34,Michoacán de Ocampo,Economic,High Risk
7523,Ing. Marco Antonio Morales,41,130.29,19,636,0.36,Michoacán de Ocampo,Economic,High Risk
7524,Ing. Aurelio Coronado,47,219.98,0,574,0.13,Tabasco,Economic,High Risk
7525,Sr. Emiliano Castro,25,288.49,1,524,0.38,Coahuila de Zaragoza,Economic,High Risk
7526,Lilia Gutiérrez,65,162.11,9,647,0.58,Nuevo León,Economic,High Risk
7527,Porfirio José Eduardo Saldivar,62,216.15,16,542,0.25,Oaxaca,Economic,High Risk
7528,Abril Toro,31,278.75,3,649,0.42,Campeche,Economic,High Risk
7529,Dra. Ana María Saiz,51,207.75,23,521,0.41,Morelos,Economic,High Risk
7530,César Archuleta,69,152.45,16,572,0.15,Aguascalientes,Economic,High Risk
7531,Ing. Patricio Ballesteros,40,173.4,18,612,0.58,Durango,Economic,High Risk
7532,Octavio Pascual Alcaraz,26,447.44,3,631,0.11,Nayarit,Economic,High Risk
7533,Lic. Concepción Valdez,38,407.99,8,583,0.23,Coahuila de Zaragoza,Economic,High Risk
7534,Fabiola Acuña,32,801.3,6,557,0.56,Sinaloa,Economic,High Risk
7535,Ramón Mauro Báez Tejada,70,192.96,44,577,0.23,Nuevo León,Economic,High Risk
7536,Lic. Estela Garrido,47,387.35,13,567,0.19,Michoacán de Ocampo,Economic,High Risk
7537,Ivonne Yuridia Ureña Cardona,41,270.22,7,500,0.36,Zacatecas,Economic,High Risk
7538,María Elena Covarrubias Paz,60,225.78,4,663,0.46,Guanajuato,Economic,Medium Risk
7539,Patricia Lucía Dávila Alcala,46,,3,637,0.52,Campeche,Economic,High Risk
7540,Citlali Araceli Pelayo,29,257.08,5,650,0.54,Sinaloa,Economic,Medium Risk
7541,Israel Robledo Ballesteros,54,135.9,20,623,0.21,Veracruz de Ignacio de la Llave,Economic,High Risk
7542,Modesto Rosas Rivas,68,121.61,0,654,0.19,Tamaulipas,Economic,Medium Risk
7543,Oswaldo Anaya,42,318.47,6,628,0.29,Jalisco,Economic,High Risk
7544,Rocío Mercado,55,310.73,23,585,0.31,Chihuahua,Economic,High Risk
7545,Federico Modesto Mata Macías,21,572.91,0,610,0.53,México,Economic,High Risk
7546,Elvira Dolores Concepción,25,93.57,3,522,0.37,Yucatán,Economic,High Risk
7547,Mitzy Espinosa,47,139.46,7,599,0.5,Jalisco,Economic,High Risk
7548,Sra. Araceli Aguayo,32,396.27,13,605,0.26,Tlaxcala,Economic,High Risk
7549,Jorge Luis Adán Pacheco Hidalgo,35,213.15,12,620,0.19,Aguascalientes,Economic,High Risk
7550,Alejandro Lira,26,389.52,5,514,0.23,Michoacán de Ocampo,Economic,High Risk
7551,Dr. José Eduardo Cano,27,243.16,1,604,0.27,Nayarit,Economic,High Risk
7552,Raquel Verónica Fernández,41,266.59,1,544,0.52,México,Economic,High Risk
7553,Inés Olga Rojas Rivas,27,312.61,1,567,0.12,Morelos,Economic,High Risk
7554,Verónica Dalia de la Crúz,67,355.07,0,549,0.13,San Luis Potosí,Economic,High Risk
7555,Bernardo Vicente Rocha,39,261.63,14,618,0.53,Campeche,Economic,High Risk
7556,Ing. Elias Rivera,29,128.44,6,679,0.29,Aguascalientes,Economic,Medium Risk
7557,Elvira Georgina Granados Lugo,51,216.34,8,626,0.4,Guerrero,Economic,High Risk
7558,Mercedes Tórrez Iglesias,35,110.28,15,524,0.53,Durango,Economic,High Risk
7559,Horacio Orellana Covarrubias,44,204.76,20,572,0.43,Michoacán de Ocampo,Economic,High Risk
7560,Ing. Gregorio Zedillo,55,118.74,27,633,0.36,Guanajuato,Economic,High Risk
7561,Dr. Reynaldo Valdez,59,179.5,22,519,0.59,Nayarit,Economic,High Risk
7562,Trinidad Pilar Escobar,48,239.96,18,619,0.34,Guerrero,Economic,High Risk
7563,Jerónimo Jorge Cornejo Lucio,53,213.02,26,511,0.14,Zacatecas,Economic,High Risk
7564,Ignacio Amaya,31,93.06,4,533,0.3,Nuevo León,Economic,High Risk
7565,Estefanía Guerrero Navarro,54,164.03,20,679,0.13,Coahuila de Zaragoza,Economic,Medium Risk
7566,Alvaro Germán Zapata Soria,39,111.44,14,592,0.35,Nayarit,Economic,High Risk
7567,Benjamín Juan Carlos Tovar,66,179.57,35,660,0.44,Tamaulipas,Economic,Medium Risk
7568,Patricia Pizarro,68,338.09,10,588,0.56,Hidalgo,Economic,High Risk
7569,Abelardo Maya,54,144.56,25,669,0.12,Chiapas,Economic,Medium Risk
7570,Ing. Emilio Rojo,53,129.61,13,516,0.18,Sinaloa,Economic,High Risk
7571,Luis Miguel Amador Barrios Covarrubias,24,,0,547,0.1,Colima,Economic,High Risk
7572,Ing. Eloisa Partida,66,262.96,28,550,0.18,Oaxaca,Economic,High Risk
7573,Elsa Monroy,48,,24,673,0.45,Veracruz de Ignacio de la Llave,Economic,Medium Risk
7574,Tomás Armando Casillas,65,389.88,32,665,0.6,Tabasco,Economic,Medium Risk
7575,Lorenzo José Eduardo Hernández Baca,37,509.08,12,653,0.5,Zacatecas,Economic,Medium Risk
7576,Andrea Graciela Valles Jáquez,56,227.17,13,664,0.25,Yucatán,Economic,Medium Risk
7577,Dr. Juan Carlos Acevedo,40,502.15,0,614,0.53,Chiapas,Economic,High Risk
